sheet	context	row_1based	term	excerpt
Supplementary Data 3	human	1253	Memory B	0 | 0.562696777837192 | 0.283 | 0.013 | 0 | Memory B | FCRL5
Supplementary Data 3	human	1254	Memory B	0 | 0.560905983499922 | 1 | 0.997 | 0 | Memory B | RPL13A
Supplementary Data 3	human	1255	Memory B	0 | 0.555387191360063 | 0.49 | 0.046 | 0 | Memory B | HLA-DOB
Supplementary Data 3	human	1256	Memory B	0 | 0.554823745683644 | 0.999 | 0.988 | 0 | Memory B | RPS5
Supplementary Data 3	human	1257	Memory B	0 | 0.551585229387658 | 0.997 | 0.978 | 0 | Memory B | EEF1B2
Supplementary Data 3	human	1258	Memory B	0 | 0.550055264126639 | 0.305 | 0.001 | 0 | Memory B | SSPN
Supplementary Data 3	human	1259	Memory B	0 | 0.547490898069785 | 0.332 | 0.046 | 0 | Memory B | CD1C
Supplementary Data 3	human	1260	Memory B	0 | 0.540466462045599 | 1 | 0.997 | 0 | Memory B | RPS18
Supplementary Data 3	human	1261	Memory B	0 | 0.539874889461261 | 0.468 | 0.041 | 0 | Memory B | PKIG
Supplementary Data 3	human	1262	Memory B	0 | 0.530224317749366 | 0.442 | 0.033 | 0 | Memory B | BLNK
Supplementary Data 3	human	1262	NK	0 | 0.530224317749366 | 0.442 | 0.033 | 0 | Memory B | BLNK
Supplementary Data 3	human	1263	Memory B	0 | 0.527695452454838 | 0.389 | 0.024 | 0 | Memory B | CD19
Supplementary Data 3	human	1264	Memory B	0 | 0.523244971754025 | 0.302 | 0.002 | 0 | Memory B | IGHG4
Supplementary Data 3	human	1265	Memory B	0 | 0.517134135659382 | 0.456 | 0.093 | 0 | Memory B | ACP5
Supplementary Data 3	human	1266	Memory B	0 | 0.509360354075793 | 1 | 0.992 | 0 | Memory B | RPS20
Supplementary Data 3	human	1267	Memory B	0 | 0.509169670801414 | 0.539 | 0.099 | 0 | Memory B | TPD52
Supplementary Data 3	human	1268	Memory B	0 | 0.50745719815324 | 0.67 | 0.245 | 0 | Memory B | ODC1
Supplementary Data 3	human	1269	Memory B	0 | 0.501535819891231 | 1 | 0.997 | 0 | Memory B | RPS23
Supplementary Data 3	human	1270	Memory B	0 | 0.498874443022195 | 0.493 | 0.088 | 0 | Memory B | STRBP
Supplementary Data 3	human	1271	Memory B	0 | 0.493584983040576 | 1 | 0.985 | 0 | Memory B | RPSA
Supplementary Data 3	human	1272	Memory B	0 | 0.487749258217907 | 0.396 | 0.034 | 0 | Memory B | PNOC
Supplementary Data 3	human	1273	Memory B	0 | 0.478895167453695 | 0.487 | 0.087 | 0 | Memory B | BCAS4
Supplementary Data 3	human	1274	Memory B	0 | 0.475977247549836 | 0.692 | 0.267 | 0 | Memory B | IKZF3
Supplementary Data 3	human	1275	Memory B	0 | 0.473298013674148 | 1 | 0.996 | 0 | Memory B | RPL23A
Supplementary Data 3	human	1276	Memory B	0 | 0.472797922486407 | 0.384 | 0.02 | 0 | Memory B | EBF1
Supplementary Data 3	human	1277	Memory B	0 | 0.461196689611519 | 1 | 0.999 | 0 | Memory B | RPS27
Supplementary Data 3	human	1278	Memory B	0 | 0.456507238208105 | 1 | 0.996 | 0 | Memory B | RPL8
Supplementary Data 3	human	1279	Memory B	0 | 0.453962563595514 | 1 | 0.996 | 0 | Memory B | RPL18A
Supplementary Data 3	human	1280	Memory B	0 | 0.445293069158171 | 1 | 0.99 | 0 | Memory B | RPS21
Supplementary Data 3	human	1281	Memory B	0 | 0.440112304380566 | 1 | 0.997 | 0 | Memory B | RPLP2
Supplementary Data 3	human	1282	Memory B	0 | 0.432972467960632 | 0.401 | 0.089 | 0 | Memory B | WDFY4
Supplementary Data 3	human	1283	Memory B	0 | 0.427993489441353 | 0.341 | 0.029 | 0 | Memory B | LINC02397
Supplementary Data 3	human	1284	Memory B	0 | 0.426232379989512 | 1 | 0.999 | 0 | Memory B | RPL41
Supplementary Data 3	human	1285	Memory B	0 | 0.418790672753099 | 0.372 | 0.068 | 0 | Memory B | SEMA4B
Supplementary Data 3	human	1286	Memory B	0 | 0.413468174590862 | 1 | 0.997 | 0 | Memory B | RPS29
Supplementary Data 3	human	1287	Memory B	0 | 0.411977573269797 | 1 | 0.998 | 0 | Memory B | RPL11
Supplementary Data 3	human	1288	Memory B	0 | 0.410269712881003 | 1 | 0.995 | 0 | Memory B | RPS10
Supplementary Data 3	human	1289	Memory B	0 | 0.40897108933505 | 1 | 0.995 | 0 | Memory B | RPL27A
Supplementary Data 3	human	1290	Memory B	0 | 0.404076316963989 | 1 | 0.995 | 0 | Memory B | RPL12
Supplementary Data 3	human	1291	Memory B	9.57033951622531e-314 | 0.492960539888625 | 0.31 | 0.044 | 0 | Memory B | ID3
Supplementary Data 3	human	1292	Memory B	1.12996439669449e-312 | 0.54038510442788 | 0.559 | 0.189 | 2.47970686854605e-308 | Memory B | BASP1
Supplementary Data 3	human	1293	Memory B	2.35839450186417e-297 | 0.420819008249509 | 0.457 | 0.118 | 5.17549673434092e-293 | Memory B | TRAF5
Supplementary Data 3	human	1294	Memory B	3.34501529596122e-291 | 0.512352814715323 | 0.67 | 0.336 | 7.3406360669869e-287 | Memory B | NCOA3
Supplementary Data 3	human	1295	Memory B	1.03751621738642e-290 | 0.903150912096096 | 0.398 | 0.136 | 2.2768293390545e-286 | Memory B | HLA-DQA2
Supplementary Data 3	human	1296	Memory B	5.21240958894362e-285 | 0.436705570866867 | 0.302 | 0.046 | 1.14386328429368e-280 | Memory B | TTN
Supplementary Data 3	human	1297	Memory B	7.57017058676123e-283 | 0.425291893082625 | 0.413 | 0.141 | 1.66127393526475e-278 | Memory B | TBC1D9
Supplementary Data 3	human	1298	Memory B	5.8208950737002e-282 | 0.501683375431496 | 0.531 | 0.195 | 1.27739542392351e-277 | Memory B | GAPT
Supplementary Data 3	human	1299	Memory B	1.05445893280022e-279 | 0.44882598991884 | 0.999 | 0.909 | 2.31401012803009e-275 | Memory B | CD52
Supplementary Data 3	human	1300	Memory B	5.46773967261405e-279 | 0.443376671685803 | 0.406 | 0.104 | 1.19989547115515e-274 | Memory B | QRSL1
Supplementary Data 3	human	1301	Memory B	1.16005798622924e-274 | 0.408451263206094 | 0.497 | 0.151 | 2.54574725078006e-270 | Memory B | VEGFB
Supplementary Data 3	human	1302	Memory B	9.62254845796371e-274 | 0.484671796239541 | 0.729 | 0.34 | 2.11166825910014e-269 | Memory B | MEF2C
Supplementary Data 3	human	1303	Memory B	1.88109089476641e-272 | 0.533817047007022 | 0.868 | 0.505 | 4.12805396856488e-268 | Memory B | POU2F2
Supplementary Data 3	human	1304	Memory B	8.81460688928101e-272 | 0.526225360025988 | 0.727 | 0.4 | 1.93436548185272e-267 | Memory B | PRDM2
Supplementary Data 3	human	1305	Memory B	7.93050757119559e-267 | 0.481715129908689 | 0.762 | 0.377 | 1.74034988649887e-262 | Memory B | 2024-03-01 00:00:00
Supplementary Data 3	human	1306	Memory B	1.56793169862001e-263 | 0.463455371511051 | 0.5 | 0.178 | 3.44082611262161e-259 | Memory B | TSPAN3
Supplementary Data 3	human	1307	Memory B	5.17901469565764e-261 | 0.502443090351412 | 0.737 | 0.402 | 1.13653477496207e-256 | Memory B | SNHG7
Supplementary Data 3	human	1308	Memory B	3.57021909912147e-259 | 0.488448295427221 | 0.714 | 0.384 | 7.83484581302207e-255 | Memory B | MBD4
Supplementary Data 3	human	1309	Memory B	1.91767948462201e-255 | 0.541420662564583 | 0.637 | 0.281 | 4.20834762900301e-251 | Memory B | BIRC3
Supplementary Data 3	human	1310	Memory B	1.60209154944878e-254 | 0.41500471655017 | 0.294 | 0.05 | 3.51578990526534e-250 | Memory B | CD72
Supplementary Data 3	human	1311	Memory B	6.54936641294428e-247 | 0.441111787021583 | 0.506 | 0.187 | 1.43725845932062e-242 | Memory B | GGA2
Supplementary Data 3	human	1312	Memory B	2.63879950384469e-234 | 0.449555341338424 | 0.801 | 0.445 | 5.79084551118717e-230 | Memory B | ISG20
Supplementary Data 3	human	1313	Memory B	2.41563361345971e-231 | 0.460702933223591 | 0.63 | 0.325 | 5.30110796473734e-227 | Memory B | PTPN1
Supplementary Data 3	human	1314	Memory B	7.10554213335818e-230 | 0.441779441522226 | 0.531 | 0.217 | 1.55931122116545e-225 | Memory B | CIITA
Supplementary Data 3	human	1315	Memory B	4.5841179287461e-225 | 0.472012005811989 | 0.557 | 0.22 | 1.00598467946333e-220 | Memory B | ARID5B
Supplementary Data 3	human	1316	Memory B	9.27655720022194e-224 | 0.447721412295897 | 0.762 | 0.469 | 2.0357404775887e-219 | Memory B | CHCHD10
Supplementary Data 3	human	1317	Memory B	7.78703233162482e-220 | 0.433336886345063 | 0.624 | 0.285 | 1.70886424517507e-215 | Memory B | IRF8
Supplementary Data 3	human	1318	Memory B	6.97016794871939e-214 | 0.440696282210919 | 0.818 | 0.556 | 1.52960335634647e-209 | Memory B | SP110
Supplementary Data 3	human	1319	Memory B	1.22186021357799e-212 | 0.400261744790964 | 0.67 | 0.324 | 2.68137223869691e-208 | Memory B | LY86
Supplementary Data 3	human	1320	Memory B	5.47906981634765e-210 | 0.486190526268819 | 0.598 | 0.302 | 1.20238187119749e-205 | Memory B | DAPP1
Supplementary Data 3	human	1321	Memory B	1.02300020677462e-208 | 0.405612490811233 | 0.835 | 0.595 | 2.24497395376691e-204 | Memory B | ISCU
Supplementary Data 3	human	1322	Memory B	8.83189168456106e-208 | 0.442936393096581 | 0.567 | 0.243 | 1.93815863017692e-203 | Memory B | PPM1K
Supplementary Data 3	human	1323	Memory B	6.9960098589414e-200 | 0.431810698258175 | 0.573 | 0.271 | 1.53527436354469e-195 | Memory B | HVCN1
Supplementary Data 3	human	1324	Memory B	1.38826529850429e-196 | 0.417524404956543 | 0.665 | 0.362 | 3.04654819756766e-192 | Memory B | PARP1
Supplementary Data 3	human	1325	Memory B	2.06872107242786e-191 | 0.461792359728377 | 0.637 | 0.326 | 4.53980839344293e-187 | Memory B | ZBTB20
Supplementary Data 3	human	1326	Memory B	1.01887199699447e-189 | 0.410041635203087 | 0.505 | 0.226 | 2.23591459740437e-185 | Memory B | VOPP1
Supplementary Data 3	human	1327	Memory B	6.86990505130651e-186 | 0.457237008875499 | 0.498 | 0.285 | 1.50760066350921e-181 | Memory B | SMIM14
Supplementary Data 3	human	1328	Memory B	9.0492705589425e-181 | 0.415366507851031 | 0.625 | 0.334 | 1.98586242415993e-176 | Memory B | TMEM154
Supplementary Data 3	human	1329	Memory B	1.83323240083932e-159 | 0.412504392958857 | 0.606 | 0.349 | 4.02302850364189e-155 | Memory B | STX7
Supplementary Data 3	human	1330	Memory B	3.45139173032935e-153 | 0.405137955665304 | 0.753 | 0.556 | 7.57407915220775e-149 | Memory B | RPL22L1
Supplementary Data 3	human	1331	Memory B	3.6575514648189e-139 | 0.423311101765583 | 0.825 | 0.639 | 8.02649668954508e-135 | Memory B | PLAC8
Supplementary Data 3	human	1332	Memory B	2.49783033573818e-133 | 0.405975255283333 | 0.745 | 0.525 | 5.48148867177743e-129 | Memory B | HERPUD1
Supplementary Data 3	human	1333	Memory B	4.94065645841247e-323 | 0.419174313484232 | 0.342 | 0.054 | 1.08422705979862e-318 | Memory B | CSGALNACT1
Supplementary Data 3	human	1415	NK	2.66440276460353e-226 | 0.421056479950284 | 0.873 | 0.727 | 5.84703186692246e-222 | Memory CD4+ T | ANKRD12
Supplementary Data 3	human	1444	NK	0 | 0.618634037232006 | 0.958 | 0.418 | 0 | Memory CD8+ T | NKG7
Supplementary Data 3	human	1581	NK	3.54793935487359e-61 | 0.485175991402238 | 0.895 | 0.449 | 7.78595291427009e-57 | Mitosis T | NKG7
Supplementary Data 3	human	1716	Naive B	0 | 2.92490916367368 | 0.996 | 0.056 | 0 | Naive B | IGHM
Supplementary Data 3	human	1717	Naive B	0 | 2.47545081624546 | 0.977 | 0.023 | 0 | Naive B | IGHD
Supplementary Data 3	human	1718	Naive B	0 | 2.30972382743556 | 0.702 | 0.142 | 0 | Naive B | IGKC
Supplementary Data 3	human	1719	Naive B	0 | 2.26619964666984 | 0.992 | 0.067 | 0 | Naive B | CD79A
Supplementary Data 3	human	1720	Naive B	0 | 2.20800200373564 | 0.481 | 0.039 | 0 | Naive B | IGLC2
Supplementary Data 3	human	1721	Naive B	0 | 2.13153830476267 | 0.836 | 0.006 | 0 | Naive B | TCL1A
Supplementary Data 3	human	1722	Naive B	0 | 1.92310282438332 | 0.346 | 0.033 | 0 | Naive B | IGLC3
Supplementary Data 3	human	1723	Naive B	0 | 1.86327654668369 | 0.951 | 0.067 | 0 | Naive B | MS4A1
Supplementary Data 3	human	1724	Naive B	0 | 1.78463910285508 | 0.913 | 0.172 | 0 | Naive B | CD79B
Supplementary Data 3	human	1725	Naive B	0 | 1.7579000401348 | 0.883 | 0.054 | 0 | Naive B | LINC00926
Supplementary Data 3	human	1726	Naive B	0 | 1.64225731565133 | 0.854 | 0.053 | 0 | Naive B | TNFRSF13C
Supplementary Data 3	human	1727	Naive B	0 | 1.52511464875021 | 0.999 | 0.893 | 0 | Naive B | CD37
Supplementary Data 3	human	1728	Naive B	0 | 1.52116855023596 | 1 | 0.797 | 0 | Naive B | CD74
Supplementary Data 3	human	1729	Naive B	0 | 1.51702448976056 | 0.976 | 0.575 | 0 | Naive B | CXCR4
Supplementary Data 3	human	1730	Naive B	0 | 1.48063031616874 | 0.855 | 0.068 | 0 | Naive B | BANK1
Supplementary Data 3	human	1730	NK	0 | 1.48063031616874 | 0.855 | 0.068 | 0 | Naive B | BANK1
Supplementary Data 3	human	1731	Naive B	0 | 1.46489145517929 | 0.739 | 0.026 | 0 | Naive B | FCER2
Supplementary Data 3	human	1732	Naive B	0 | 1.40013041043786 | 0.809 | 0.098 | 0 | Naive B | RALGPS2
Supplementary Data 3	human	1733	Naive B	0 | 1.36340001046859 | 0.724 | 0.098 | 0 | Naive B | PLPP5
Supplementary Data 3	human	1734	Naive B	0 | 1.34428194134073 | 0.849 | 0.319 | 0 | Naive B | MEF2C
Supplementary Data 3	human	1735	Naive B	0 | 1.29647383824209 | 0.981 | 0.483 | 0 | Naive B | HLA-DQB1
Supplementary Data 3	human	1736	Naive B	0 | 1.28946420878911 | 0.62 | 0.024 | 0 | Naive B | VPREB3
Supplementary Data 3	human	1737	Naive B	0 | 1.2557346658172 | 1 | 0.624 | 0 | Naive B | HLA-DRA
Supplementary Data 3	human	1738	Naive B	0 | 1.23015487598645 | 0.662 | 0.18 | 0 | Naive B | IL4R
Supplementary Data 3	human	1739	Naive B	0 | 1.20768844289486 | 0.643 | 0.037 | 0 | Naive B | CD22
Supplementary Data 3	human	1740	Naive B	0 | 1.19245375804746 | 0.724 | 0.156 | 0 | Naive B | BCL11A
Supplementary Data 3	human	1741	Naive B	0 | 1.12500316866105 | 1 | 0.971 | 0 | Naive B | BTG1
Supplementary Data 3	human	1742	Naive B	0 | 1.12280335745461 | 0.628 | 0.054 | 0 | Naive B | AFF3
Supplementary Data 3	human	1743	Naive B	0 | 1.1193872029794 | 0.997 | 0.753 | 0 | Naive B | HLA-DPB1
Supplementary Data 3	human	1744	Naive B	0 | 1.07140137512109 | 0.592 | 0.035 | 0 | Naive B | FAM129C
Supplementary Data 3	human	1745	Naive B	0 | 1.05643378840413 | 0.87 | 0.298 | 0 | Naive B | HLA-DQA1
Supplementary Data 3	human	1746	Naive B	0 | 1.045419330074 | 0.678 | 0.253 | 0 | Naive B | HVCN1
Supplementary Data 3	human	1747	Naive B	0 | 1.03908644783823 | 0.61 | 0.154 | 0 | Naive B | EAF2
Supplementary Data 3	human	1748	Naive B	0 | 1.00700161805831 | 0.681 | 0.266 | 0 | Naive B | BIRC3
Supplementary Data 3	human	1749	Naive B	0 | 1.0009743803351 | 0.529 | 0.058 | 0 | Naive B | ADAM28
Supplementary Data 3	human	1750	Naive B	0 | 0.998057962526132 | 0.539 | 0.02 | 0 | Naive B | FCRL1
Supplementary Data 3	human	1751	Naive B	0 | 0.994689822756729 | 0.998 | 0.723 | 0 | Naive B | HLA-DRB1
Supplementary Data 3	human	1752	Naive B	0 | 0.969461746272833 | 0.542 | 0.026 | 0 | Naive B | PAX5
Supplementary Data 3	human	1753	Naive B	0 | 0.961089991336986 | 0.959 | 0.45 | 0 | Naive B | LTB
Supplementary Data 3	human	1754	Naive B	0 | 0.944202606861192 | 0.824 | 0.382 | 0 | Naive B | HLA-DMB
Supplementary Data 3	human	1755	Naive B	0 | 0.939067662816526 | 0.529 | 0.051 | 0 | Naive B | P2RX5
Supplementary Data 3	human	1756	Naive B	0 | 0.938838164153874 | 0.489 | 0.034 | 0 | Naive B | BCL7A
Supplementary Data 3	human	1757	Naive B	0 | 0.907650875336828 | 0.996 | 0.727 | 0 | Naive B | HLA-DPA1
Supplementary Data 3	human	1758	Naive B	0 | 0.907055501876915 | 0.542 | 0.071 | 0 | Naive B | STRBP
Supplementary Data 3	human	1759	Naive B	0 | 0.869899054139738 | 0.948 | 0.874 | 0 | Naive B | TSC22D3
Supplementary Data 3	human	1760	Naive B	0 | 0.863496028405608 | 0.572 | 0.168 | 0 | Naive B | SWAP70
Supplementary Data 3	human	1761	Naive B	0 | 0.863134420779296 | 0.518 | 0.089 | 0 | Naive B | CD40
Supplementary Data 3	human	1762	Naive B	0 | 0.858735379657474 | 0.473 | 0.034 | 0 | Naive B | HLA-DOB
Supplementary Data 3	human	1763	Naive B	0 | 0.851642794628025 | 0.462 | 0.015 | 0 | Naive B | TSPAN13
Supplementary Data 3	human	1764	Naive B	0 | 0.848470692647235 | 0.462 | 0.053 | 0 | Naive B | BACH2
Supplementary Data 3	human	1765	Naive B	0 | 0.840922894913947 | 0.858 | 0.44 | 0 | Naive B | HLA-DMA
Supplementary Data 3	human	1766	Naive B	0 | 0.835503787509659 | 0.569 | 0.205 | 0 | Naive B | ZCCHC7
Supplementary Data 3	human	1767	Naive B	0 | 0.816429325964907 | 0.558 | 0.132 | 0 | Naive B | TCF4
Supplementary Data 3	human	1768	Naive B	0 | 0.814672171117656 | 0.833 | 0.56 | 0 | Naive B | FOXP1
Supplementary Data 3	human	1769	Naive B	0 | 0.811532096085815 | 0.994 | 0.972 | 0 | Naive B | JUND
Supplementary Data 3	human	1770	Naive B	0 | 0.804529271471973 | 0.639 | 0.273 | 0 | Naive B | IRF8
Supplementary Data 3	human	1771	Naive B	0 | 0.780374628437243 | 0.352 | 0.024 | 0 | Naive B | FAM30A
Supplementary Data 3	human	1772	Naive B	0 | 0.779841339919101 | 0.708 | 0.394 | 0 | Naive B | SNHG7
Supplementary Data 3	human	1773	Naive B	0 | 0.773804848292486 | 0.488 | 0.153 | 0 | Naive B | PDE4B
Supplementary Data 3	human	1774	Naive B	0 | 0.771263085857326 | 0.617 | 0.223 | 0 | Naive B | FCMR
Supplementary Data 3	human	1775	Naive B	0 | 0.765895947975878 | 0.758 | 0.455 | 0 | Naive B | SNX2
Supplementary Data 3	human	1776	Naive B	0 | 0.757265116172106 | 0.401 | 0.034 | 0 | Naive B | CD72
Supplementary Data 3	human	1777	Naive B	0 | 0.752725845544108 | 0.538 | 0.266 | 0 | Naive B | GABPB1-AS1
Supplementary Data 3	human	1778	Naive B	0 | 0.752085636917915 | 1 | 0.996 | 0 | Naive B | RPL18A
Supplementary Data 3	human	1779	Naive B	0 | 0.749964640023971 | 0.424 | 0.042 | 0 | Naive B | CDCA7L
Supplementary Data 3	human	1780	Naive B	0 | 0.749407326145041 | 0.372 | 0.017 | 0 | Naive B | LINC02397
Supplementary Data 3	human	1781	Naive B	0 | 0.746977389066833 | 1 | 0.987 | 0 | Naive B | RPS5
Supplementary Data 3	human	1782	Naive B	0 | 0.745833296599691 | 0.588 | 0.343 | 0 | Naive B | STX7
Supplementary Data 3	human	1783	Naive B	0 | 0.738407368935432 | 0.412 | 0.032 | 0 | Naive B | PKIG
Supplementary Data 3	human	1784	Naive B	0 | 0.738296038965044 | 0.754 | 0.536 | 0 | Naive B | EZR
Supplementary Data 3	human	1785	Naive B	0 | 0.735042231820293 | 0.77 | 0.437 | 0 | Naive B | ISG20
Supplementary Data 3	human	1786	Naive B	0 | 0.72721841828092 | 0.485 | 0.194 | 0 | Naive B | ADK
Supplementary Data 3	human	1787	Naive B	0 | 0.725300122998342 | 0.659 | 0.39 | 0 | Naive B | YBX3
Supplementary Data 3	human	1788	Naive B	0 | 0.723644757207055 | 0.436 | 0.063 | 0 | Naive B | GNG7
Supplementary Data 3	human	1789	Naive B	0 | 0.722217971557784 | 0.514 | 0.252 | 0 | Naive B | CD83
Supplementary Data 3	human	1790	Naive B	0 | 0.714778253191699 | 0.524 | 0.223 | 0 | Naive B | CYB561A3
Supplementary Data 3	human	1791	Naive B	0 | 0.707207992062309 | 0.463 | 0.091 | 0 | Naive B | TPD52
Supplementary Data 3	human	1792	Naive B	0 | 0.703607144008378 | 0.536 | 0.234 | 0 | Naive B | ORAI2
Supplementary Data 3	human	1793	Naive B	0 | 0.697760215916553 | 0.794 | 0.579 | 0 | Naive B | REL
Supplementary Data 3	human	1794	Naive B	0 | 0.695854892378146 | 0.568 | 0.205 | 0 | Naive B | HLA-DRB5
Supplementary Data 3	human	1795	Naive B	0 | 0.689008339099222 | 0.425 | 0.094 | 0 | Naive B | TMEM156
Supplementary Data 3	human	1796	Naive B	0 | 0.683324264226354 | 0.491 | 0.096 | 0 | Naive B | PDLIM1
Supplementary Data 3	human	1797	Naive B	0 | 0.673044236668574 | 0.488 | 0.199 | 0 | Naive B | SNX29
Supplementary Data 3	human	1798	Naive B	0 | 0.669468006189763 | 0.55 | 0.263 | 0 | Naive B | RBM38
Supplementary Data 3	human	1799	Naive B	0 | 0.667899220573456 | 0.514 | 0.213 | 0 | Naive B | ARID5B
Supplementary Data 3	human	1800	Naive B	0 | 0.667159630930219 | 0.63 | 0.347 | 0 | Naive B | CD69
Supplementary Data 3	human	1801	Naive B	0 | 0.654597559634384 | 1 | 0.996 | 0 | Naive B | RPS11
Supplementary Data 3	human	1802	Naive B	0 | 0.648097951162163 | 0.593 | 0.321 | 0 | Naive B | EBLN3P
Supplementary Data 3	human	1803	Naive B	0 | 0.632746349257234 | 0.344 | 0.033 | 0 | Naive B | RAB30
Supplementary Data 3	human	1804	Naive B	0 | 0.630659289070783 | 0.528 | 0.267 | 0 | Naive B | PLEKHA2
Supplementary Data 3	human	1805	Naive B	0 | 0.630587137076132 | 0.384 | 0.037 | 0 | Naive B | BLK
Supplementary Data 3	human	1806	Naive B	0 | 0.625834730999766 | 0.716 | 0.536 | 0 | Naive B | TAF1D
Supplementary Data 3	human	1807	Naive B	0 | 0.625692563222282 | 0.671 | 0.372 | 0 | Naive B | 2024-03-01 00:00:00
Supplementary Data 3	human	1808	Naive B	0 | 0.622690222980246 | 0.326 | 0.032 | 0 | Naive B | COBLL1
Supplementary Data 3	human	1809	Naive B	0 | 0.620657942421499 | 0.331 | 0.027 | 0 | Naive B | FCRL2
Supplementary Data 3	human	1810	Naive B	0 | 0.618153186519148 | 0.996 | 0.988 | 0 | Naive B | TXNIP
Supplementary Data 3	human	1811	Naive B	0 | 0.617277328501183 | 0.329 | 0.017 | 0 | Naive B | SNX22
Supplementary Data 3	human	1812	Naive B	0 | 0.613009513395948 | 0.313 | 0.025 | 0 | Naive B | CD24
Supplementary Data 3	human	1813	Naive B	0 | 0.605076356570111 | 0.591 | 0.4 | 0 | Naive B | PRDM2
Supplementary Data 3	human	1814	Naive B	0 | 0.600520176000563 | 0.914 | 0.832 | 0 | Naive B | SF1
Supplementary Data 3	human	1815	Naive B	0 | 0.59727994418462 | 0.362 | 0.118 | 0 | Naive B | PHACTR1
Supplementary Data 3	human	1816	Naive B	0 | 0.595391577418172 | 1 | 0.997 | 0 | Naive B | RPS23
Supplementary Data 3	human	1817	Naive B	0 | 0.593867959010983 | 0.386 | 0.14 | 0 | Naive B | FAM3C
Supplementary Data 3	human	1818	Naive B	0 | 0.585590957237904 | 0.253 | 0.007 | 0 | Naive B | PCDH9
Supplementary Data 3	human	1819	Naive B	0 | 0.583277808229049 | 0.314 | 0.028 | 0 | Naive B | FCRLA
Supplementary Data 3	human	1820	Naive B	0 | 0.578813992921339 | 0.544 | 0.282 | 0 | Naive B | CALHM6
Supplementary Data 3	human	1821	Naive B	0 | 0.578608152404976 | 0.496 | 0.235 | 0 | Naive B | CXXC5
Supplementary Data 3	human	1822	Naive B	0 | 0.575293787080247 | 0.288 | 0.004 | 0 | Naive B | COL19A1
Supplementary Data 3	human	1823	Naive B	0 | 0.575180647795227 | 1 | 0.999 | 0 | Naive B | RPS27
Supplementary Data 3	human	1824	Naive B	0 | 0.573937108214145 | 0.335 | 0.09 | 0 | Naive B | TAPT1
Supplementary Data 3	human	1825	Naive B	0 | 0.573088539502803 | 0.347 | 0.087 | 0 | Naive B | C16orf74
Supplementary Data 3	human	1826	Naive B	0 | 0.572569262270332 | 0.347 | 0.136 | 0 | Naive B | TP53INP1
Supplementary Data 3	human	1827	Naive B	0 | 0.570498803900798 | 0.317 | 0.044 | 0 | Naive B | SPIB
Supplementary Data 3	human	1828	Naive B	0 | 0.563745455770948 | 0.94 | 0.858 | 0 | Naive B | CIRBP
Supplementary Data 3	human	1829	Naive B	0 | 0.563010654475825 | 1 | 0.985 | 0 | Naive B | RPSA
Supplementary Data 3	human	1830	Naive B	0 | 0.559903222708883 | 0.435 | 0.208 | 0 | Naive B | CAMK2D
Supplementary Data 3	human	1831	Naive B	0 | 0.559884629152716 | 0.7 | 0.57 | 0 | Naive B | MDM4
Supplementary Data 3	human	1832	Naive B	0 | 0.557757483954058 | 0.363 | 0.095 | 0 | Naive B | SEL1L3
Supplementary Data 3	human	1833	Naive B	0 | 0.554913843144796 | 0.22 | 0.005 | 0 | Naive B | CNTNAP2
Supplementary Data 3	human	1834	Naive B	0 | 0.55145898097755 | 0.576 | 0.372 | 0 | Naive B | TMEM243
Supplementary Data 3	human	1835	Naive B	0 | 0.549732081403958 | 1 | 0.997 | 0 | Naive B | RPL13A
Supplementary Data 3	human	1836	Naive B	0 | 0.549393345247805 | 0.43 | 0.215 | 0 | Naive B | CIITA
Supplementary Data 3	human	1837	Naive B	0 | 0.543545278512192 | 0.645 | 0.538 | 0 | Naive B | EIF1B
Supplementary Data 3	human	1838	Naive B	0 | 0.541662381709269 | 0.95 | 0.869 | 0 | Naive B | NOP53
Supplementary Data 3	human	1839	Naive B	0 | 0.538891038606311 | 0.97 | 0.871 | 0 | Naive B | LAPTM5
Supplementary Data 3	human	1840	Naive B	0 | 0.537093359081229 | 0.321 | 0.072 | 0 | Naive B | ADAM19
Supplementary Data 3	human	1841	Naive B	0 | 0.525905394351889 | 0.604 | 0.375 | 0 | Naive B | TSTD1
Supplementary Data 3	human	1842	Naive B	0 | 0.524400052531705 | 0.473 | 0.219 | 0 | Naive B | NCK2
Supplementary Data 3	human	1843	Naive B	0 | 0.522933227979473 | 0.766 | 0.641 | 0 | Naive B | SEC62
Supplementary Data 3	human	1844	Naive B	0 | 0.517342982575002 | 1 | 0.997 | 0 | Naive B | RPS19
Supplementary Data 3	human	1845	Naive B	0 | 0.515129675968769 | 0.712 | 0.548 | 0 | Naive B | NSD3
Supplementary Data 3	human	1846	Naive B	0 | 0.514155749981763 | 1 | 0.996 | 0 | Naive B | RPS8
Supplementary Data 3	human	1847	Naive B	0 | 0.512287551462269 | 0.285 | 0.031 | 0 | Naive B | PNOC
Supplementary Data 3	human	1848	Naive B	0 | 0.51204711563015 | 0.282 | 0.021 | 0 | Naive B | CD19
Supplementary Data 3	human	1849	Naive B	0 | 0.511294225833108 | 0.49 | 0.298 | 0 | Naive B | SYPL1
Supplementary Data 3	human	1850	Naive B	0 | 0.506088863154229 | 0.446 | 0.29 | 0 | Naive B | PMAIP1
