sheet	context	row_1based	term	excerpt
Supplementary Data 2	human	601	NK	0 | 0.4230928891795 | 0.567 | 0.39 | 0 | CD16+ NK | ADD3
Supplementary Data 2	human	602	CD16+ NK	0 | 0.423060295744206 | 0.548 | 0.354 | 0 | CD16+ NK | ABI3
Supplementary Data 2	human	602	NK	0 | 0.423060295744206 | 0.548 | 0.354 | 0 | CD16+ NK | ABI3
Supplementary Data 2	human	603	CD16+ NK	0 | 0.422685926187566 | 0.282 | 0.067 | 0 | CD16+ NK | NCR1
Supplementary Data 2	human	603	NK	0 | 0.422685926187566 | 0.282 | 0.067 | 0 | CD16+ NK | NCR1
Supplementary Data 2	human	604	CD16+ NK	0 | 0.41755259267018 | 0.339 | 0.118 | 0 | CD16+ NK | MCTP2
Supplementary Data 2	human	604	NK	0 | 0.41755259267018 | 0.339 | 0.118 | 0 | CD16+ NK | MCTP2
Supplementary Data 2	human	605	CD16+ NK	0 | 0.414448414848854 | 0.921 | 0.738 | 0 | CD16+ NK | EMP3
Supplementary Data 2	human	605	NK	0 | 0.414448414848854 | 0.921 | 0.738 | 0 | CD16+ NK | EMP3
Supplementary Data 2	human	606	CD16+ NK	0 | 0.413138028887608 | 0.703 | 0.549 | 0 | CD16+ NK | ATM
Supplementary Data 2	human	606	NK	0 | 0.413138028887608 | 0.703 | 0.549 | 0 | CD16+ NK | ATM
Supplementary Data 2	human	607	CD16+ NK	0 | 0.412209248312432 | 0.328 | 0.148 | 0 | CD16+ NK | HIPK2
Supplementary Data 2	human	607	NK	0 | 0.412209248312432 | 0.328 | 0.148 | 0 | CD16+ NK | HIPK2
Supplementary Data 2	human	608	CD16+ NK	0 | 0.410445883295707 | 0.324 | 0.147 | 0 | CD16+ NK | LAIR1
Supplementary Data 2	human	608	NK	0 | 0.410445883295707 | 0.324 | 0.147 | 0 | CD16+ NK | LAIR1
Supplementary Data 2	human	609	CD16+ NK	0 | 0.407354582802611 | 0.962 | 0.702 | 0 | CD16+ NK | CCL4
Supplementary Data 2	human	609	NK	0 | 0.407354582802611 | 0.962 | 0.702 | 0 | CD16+ NK | CCL4
Supplementary Data 2	human	610	CD16+ NK	0 | 0.405017860208228 | 0.246 | 0.058 | 0 | CD16+ NK | LINC02384
Supplementary Data 2	human	610	NK	0 | 0.405017860208228 | 0.246 | 0.058 | 0 | CD16+ NK | LINC02384
Supplementary Data 2	human	611	CD16+ NK	0 | 0.404272364670319 | 0.353 | 0.173 | 0 | CD16+ NK | SLC15A4
Supplementary Data 2	human	611	NK	0 | 0.404272364670319 | 0.353 | 0.173 | 0 | CD16+ NK | SLC15A4
Supplementary Data 2	human	612	CD16+ NK	0 | 0.403916209714349 | 0.923 | 0.788 | 0 | CD16+ NK | ITGB2
Supplementary Data 2	human	612	NK	0 | 0.403916209714349 | 0.923 | 0.788 | 0 | CD16+ NK | ITGB2
Supplementary Data 2	human	613	CD16+ NK	0 | 0.402342053481541 | 0.765 | 0.521 | 0 | CD16+ NK | CMC1
Supplementary Data 2	human	613	NK	0 | 0.402342053481541 | 0.765 | 0.521 | 0 | CD16+ NK | CMC1
Supplementary Data 2	human	614	CD16+ NK	0 | 0.401629212874936 | 0.983 | 0.927 | 0 | CD16+ NK | ARPC2
Supplementary Data 2	human	614	NK	0 | 0.401629212874936 | 0.983 | 0.927 | 0 | CD16+ NK | ARPC2
Supplementary Data 2	human	615	CD16+ NK	7.90505033345994e-323 | 0.418238512349216 | 0.455 | 0.267 | 1.90725149395388e-318 | CD16+ NK | RAB29
Supplementary Data 2	human	615	NK	7.90505033345994e-323 | 0.418238512349216 | 0.455 | 0.267 | 1.90725149395388e-318 | CD16+ NK | RAB29
Supplementary Data 2	human	616	CD16+ NK	7.70742407512345e-322 | 0.437583397590971 | 0.536 | 0.27 | 1.85957020660503e-317 | CD16+ NK | MYBL1
Supplementary Data 2	human	616	NK	7.70742407512345e-322 | 0.437583397590971 | 0.536 | 0.27 | 1.85957020660503e-317 | CD16+ NK | MYBL1
Supplementary Data 2	human	617	CD16+ NK	2.06733302600484e-314 | 0.432136607930538 | 0.517 | 0.277 | 4.98785439184187e-310 | CD16+ NK | FGR
Supplementary Data 2	human	617	NK	2.06733302600484e-314 | 0.432136607930538 | 0.517 | 0.277 | 4.98785439184187e-310 | CD16+ NK | FGR
Supplementary Data 2	human	618	CD16+ NK	6.19560692019531e-304 | 0.614859251636894 | 0.292 | 0.097 | 1.49481408163552e-299 | CD16+ NK | KLRC2
Supplementary Data 2	human	618	NK	6.19560692019531e-304 | 0.614859251636894 | 0.292 | 0.097 | 1.49481408163552e-299 | CD16+ NK | KLRC2
Supplementary Data 2	human	619	CD16+ NK	3.45423879060771e-301 | 0.412150668291954 | 0.402 | 0.188 | 8.33404193009921e-297 | CD16+ NK | PTGER2
Supplementary Data 2	human	619	NK	3.45423879060771e-301 | 0.412150668291954 | 0.402 | 0.188 | 8.33404193009921e-297 | CD16+ NK | PTGER2
Supplementary Data 2	human	620	CD16+ NK	1.05015611782375e-296 | 0.46895143811009 | 0.528 | 0.303 | 2.53371166547336e-292 | CD16+ NK | PRDM1
Supplementary Data 2	human	620	NK	1.05015611782375e-296 | 0.46895143811009 | 0.528 | 0.303 | 2.53371166547336e-292 | CD16+ NK | PRDM1
Supplementary Data 2	human	621	CD16+ NK	1.95883588739198e-284 | 0.435846444281479 | 0.498 | 0.274 | 4.72608334551063e-280 | CD16+ NK | SYTL3
Supplementary Data 2	human	621	NK	1.95883588739198e-284 | 0.435846444281479 | 0.498 | 0.274 | 4.72608334551063e-280 | CD16+ NK | SYTL3
Supplementary Data 2	human	622	CD16+ NK	9.47574589124397e-270 | 0.59712119121894 | 0.255 | 0.081 | 2.28621321118043e-265 | CD16+ NK | KLRC1
Supplementary Data 2	human	622	NK	9.47574589124397e-270 | 0.59712119121894 | 0.255 | 0.081 | 2.28621321118043e-265 | CD16+ NK | KLRC1
Supplementary Data 2	human	623	CD16+ NK	2.19527757893576e-247 | 0.408225388516348 | 0.433 | 0.23 | 5.29654621469832e-243 | CD16+ NK | LINC00861
Supplementary Data 2	human	623	NK	2.19527757893576e-247 | 0.408225388516348 | 0.433 | 0.23 | 5.29654621469832e-243 | CD16+ NK | LINC00861
Supplementary Data 2	human	624	CD16+ NK	1.71128277881471e-223 | 0.501754270058324 | 0.634 | 0.405 | 4.12881196044625e-219 | CD16+ NK | CCL3
Supplementary Data 2	human	624	NK	1.71128277881471e-223 | 0.501754270058324 | 0.634 | 0.405 | 4.12881196044625e-219 | CD16+ NK | CCL3
Supplementary Data 2	human	625	CD16+ NK	1.45631046602299e-193 | 0.407192596063317 | 0.327 | 0.216 | 3.51364026137367e-189 | CD16+ NK | CREM
Supplementary Data 2	human	625	NK	1.45631046602299e-193 | 0.407192596063317 | 0.327 | 0.216 | 3.51364026137367e-189 | CD16+ NK | CREM
Supplementary Data 2	human	626	CD16+ NK	1.23704470056792e-127 | 0.450583568594033 | 0.609 | 0.44 | 2.98461774906021e-123 | CD16+ NK | CCL4L2
Supplementary Data 2	human	626	NK	1.23704470056792e-127 | 0.450583568594033 | 0.609 | 0.44 | 2.98461774906021e-123 | CD16+ NK | CCL4L2
Supplementary Data 2	human	627	CD16+ NK	7.52255404254697e-43 | 0.566272960613172 | 0.224 | 0.172 | 1.81496661384531e-38 | CD16+ NK | HSPA6
Supplementary Data 2	human	627	NK	7.52255404254697e-43 | 0.566272960613172 | 0.224 | 0.172 | 1.81496661384531e-38 | CD16+ NK | HSPA6
Supplementary Data 2	human	628	Naive B	0 | 2.95469161981489 | 0.998 | 0.028 | 0 | Naive B | CD79A
Supplementary Data 2	human	629	Naive B	0 | 2.75356865501086 | 0.998 | 0.093 | 0 | Naive B | IGHM
Supplementary Data 2	human	630	Naive B	0 | 2.60007725977819 | 0.851 | 0.004 | 0 | Naive B | TCL1A
Supplementary Data 2	human	631	Naive B	0 | 2.48612774807995 | 0.973 | 0.057 | 0 | Naive B | MS4A1
Supplementary Data 2	human	632	Naive B	0 | 2.45065812125428 | 0.951 | 0.005 | 0 | Naive B | IGHD
Supplementary Data 2	human	633	Naive B	0 | 2.27426204504435 | 0.968 | 0.139 | 0 | Naive B | CD79B
Supplementary Data 2	human	634	Naive B	0 | 1.7265412383491 | 1 | 0.801 | 0 | Naive B | CD37
Supplementary Data 2	human	635	Naive B	0 | 1.70388355691715 | 0.843 | 0.034 | 0 | Naive B | BANK1
Supplementary Data 2	human	635	NK	0 | 1.70388355691715 | 0.843 | 0.034 | 0 | Naive B | BANK1
Supplementary Data 2	human	636	Naive B	0 | 1.66896901813566 | 0.81 | 0.038 | 0 | Naive B | RALGPS2
Supplementary Data 2	human	637	Naive B	0 | 1.66024225515648 | 0.688 | 0.007 | 0 | Naive B | VPREB3
Supplementary Data 2	human	638	Naive B	0 | 1.62099699493637 | 0.75 | 0.015 | 0 | Naive B | LINC00926
Supplementary Data 2	human	639	Naive B	0 | 1.58513126935952 | 0.767 | 0.024 | 0 | Naive B | TNFRSF13C
Supplementary Data 2	human	640	Naive B	0 | 1.52782128568275 | 0.678 | 0.008 | 0 | Naive B | FCER2
Supplementary Data 2	human	641	Naive B	0 | 1.49803752603907 | 1 | 0.807 | 0 | Naive B | CD74
Supplementary Data 2	human	642	Naive B	0 | 1.42870361936952 | 0.798 | 0.162 | 0 | Naive B | MEF2C
Supplementary Data 2	human	643	Naive B	0 | 1.41464385245971 | 0.734 | 0.106 | 0 | Naive B | HVCN1
Supplementary Data 2	human	644	Naive B	0 | 1.40114535446017 | 1 | 0.541 | 0 | Naive B | HLA-DRA
Supplementary Data 2	human	645	Naive B	0 | 1.37977844746405 | 0.751 | 0.384 | 0 | Naive B | IGKC
Supplementary Data 2	human	646	Naive B	0 | 1.31920933465674 | 0.67 | 0.013 | 0 | Naive B | CD22
Supplementary Data 2	human	647	Naive B	0 | 1.28027229301378 | 0.665 | 0.06 | 0 | Naive B | BCL11A
Supplementary Data 2	human	648	Naive B	0 | 1.27637687779339 | 0.569 | 0.024 | 0 | Naive B | SPIB
Supplementary Data 2	human	649	Naive B	0 | 1.27107403400545 | 0.62 | 0.013 | 0 | Naive B | FAM129C
Supplementary Data 2	human	650	Naive B	0 | 1.23464840991006 | 0.602 | 0.056 | 0 | Naive B | CD72
Supplementary Data 2	human	651	Naive B	0 | 1.2133924899562 | 0.595 | 0.117 | 0 | Naive B | PLPP5
Supplementary Data 2	human	652	Naive B	0 | 1.18462178648199 | 0.6 | 0.158 | 0 | Naive B | IGLC2
Supplementary Data 2	human	653	Naive B	0 | 1.13945634868094 | 0.572 | 0.006 | 0 | Naive B | FCRL1
Supplementary Data 2	human	654	Naive B	0 | 1.13623774336676 | 0.819 | 0.228 | 0 | Naive B | HLA-DMB
Supplementary Data 2	human	655	Naive B	0 | 1.135298087459 | 0.975 | 0.425 | 0 | Naive B | HLA-DQB1
Supplementary Data 2	human	656	Naive B	0 | 1.115795669407 | 0.695 | 0.21 | 0 | Naive B | STX7
Supplementary Data 2	human	657	Naive B	0 | 1.10952976449774 | 0.581 | 0.04 | 0 | Naive B | AFF3
Supplementary Data 2	human	658	Naive B	0 | 1.10253489992364 | 0.638 | 0.102 | 0 | Naive B | SWAP70
Supplementary Data 2	human	659	Naive B	0 | 1.09654314665448 | 0.668 | 0.133 | 0 | Naive B | 2024-03-01 00:00:00
Supplementary Data 2	human	660	Naive B	0 | 1.08592265461556 | 0.506 | 0.009 | 0 | Naive B | FCRLA
Supplementary Data 2	human	661	Naive B	0 | 1.08168071953089 | 0.492 | 0.096 | 0 | Naive B | IL4R
Supplementary Data 2	human	662	Naive B	0 | 1.07956196510088 | 0.761 | 0.242 | 0 | Naive B | FCMR
Supplementary Data 2	human	663	Naive B	0 | 1.07741386990275 | 0.573 | 0.028 | 0 | Naive B | HLA-DOB
Supplementary Data 2	human	664	Naive B	0 | 1.0762215677223 | 0.948 | 0.338 | 0 | Naive B | HLA-DQA1
Supplementary Data 2	human	665	Naive B	0 | 1.01491938993035 | 0.547 | 0.077 | 0 | Naive B | EAF2
Supplementary Data 2	human	666	Naive B	0 | 1.01094279321979 | 0.48 | 0.007 | 0 | Naive B | LINC02397
Supplementary Data 2	human	667	Naive B	0 | 1.00923725600847 | 0.561 | 0.076 | 0 | Naive B | CD40
Supplementary Data 2	human	668	Naive B	0 | 0.99447892088974 | 0.762 | 0.288 | 0 | Naive B | SNX2
Supplementary Data 2	human	669	Naive B	0 | 0.991547686314327 | 0.597 | 0.134 | 0 | Naive B | CYB561A3
Supplementary Data 2	human	670	Naive B	0 | 0.979478877616832 | 0.377 | 0.01 | 0 | Naive B | PCDH9
Supplementary Data 2	human	671	Naive B	0 | 0.962400335550076 | 0.493 | 0.021 | 0 | Naive B | TSPAN13
Supplementary Data 2	human	672	Naive B	0 | 0.946481737154788 | 0.519 | 0.069 | 0 | Naive B | GAPT
Supplementary Data 2	human	673	Naive B	0 | 0.940564678204443 | 0.465 | 0.006 | 0 | Naive B | PAX5
Supplementary Data 2	human	674	Naive B	0 | 0.932495736840814 | 0.997 | 0.703 | 0 | Naive B | HLA-DRB1
Supplementary Data 2	human	675	Naive B	0 | 0.894629726679776 | 0.409 | 0.012 | 0 | Naive B | CD24
Supplementary Data 2	human	676	Naive B	0 | 0.880458789231401 | 0.433 | 0.025 | 0 | Naive B | BACH2
Supplementary Data 2	human	677	Naive B	0 | 0.877118403145953 | 0.495 | 0.043 | 0 | Naive B | GNG7
Supplementary Data 2	human	678	Naive B	0 | 0.874836638104155 | 0.385 | 0.009 | 0 | Naive B | FCRL2
Supplementary Data 2	human	679	Naive B	0 | 0.853359781967103 | 0.995 | 0.727 | 0 | Naive B | HLA-DPB1
Supplementary Data 2	human	680	Naive B	0 | 0.841965686150053 | 0.403 | 0.022 | 0 | Naive B | BCL7A
Supplementary Data 2	human	681	Naive B	0 | 0.825538318230157 | 0.411 | 0.024 | 0 | Naive B | CDCA7L
Supplementary Data 2	human	682	Naive B	0 | 0.807955956201345 | 0.417 | 0.007 | 0 | Naive B | CD19
Supplementary Data 2	human	683	Naive B	0 | 0.768970575826387 | 0.398 | 0.016 | 0 | Naive B | BLK
Supplementary Data 2	human	684	Naive B	0 | 0.75584231875761 | 1 | 0.995 | 0 | Naive B | RPL18A
Supplementary Data 2	human	685	Naive B	0 | 0.74250325808906 | 0.999 | 0.987 | 0 | Naive B | RPS11
Supplementary Data 2	human	686	Naive B	0 | 0.706129124010238 | 0.364 | 0.029 | 0 | Naive B | BLNK
Supplementary Data 2	human	686	NK	0 | 0.706129124010238 | 0.364 | 0.029 | 0 | Naive B | BLNK
Supplementary Data 2	human	687	Naive B	0 | 0.703781620663102 | 0.236 | 0 | 0 | Naive B | AL139020.1
Supplementary Data 2	human	688	Naive B	0 | 0.693828518888587 | 0.998 | 0.977 | 0 | Naive B | RPS5
Supplementary Data 2	human	689	Naive B	0 | 0.633650572641213 | 1 | 0.995 | 0 | Naive B | RPS8
Supplementary Data 2	human	690	Naive B	0 | 0.615638468462918 | 1 | 0.997 | 0 | Naive B | RPS23
Supplementary Data 2	human	691	Naive B	0 | 0.59625267526477 | 0.293 | 0.008 | 0 | Naive B | SNX22
Supplementary Data 2	human	692	Naive B	4.94065645841247e-324 | 0.852321086062478 | 0.41 | 0.051 | 1.19203218372118e-319 | Naive B | ADAM28
Supplementary Data 2	human	693	Naive B	2.76676761671098e-322 | 0.7755574290809 | 0.41 | 0.029 | 6.67538022883858e-318 | Naive B | PKIG
Supplementary Data 2	human	694	Naive B	3.49304411609761e-321 | 0.809731062609703 | 0.323 | 0.01 | 8.42766753890871e-317 | Naive B | FAM30A
Supplementary Data 2	human	695	Naive B	3.51033641370206e-320 | 0.991677090678211 | 0.45 | 0.034 | 8.46938866533895e-316 | Naive B | CCR7
Supplementary Data 2	human	696	Naive B	3.01014435385238e-319 | 0.604559193883263 | 0.306 | 0.01 | 7.26257528253963e-315 | Naive B | PNOC
Supplementary Data 2	human	697	Naive B	3.50811958815685e-308 | 1.11869903538321 | 0.62 | 0.152 | 8.46404013034603e-304 | Naive B | SELL
Supplementary Data 2	human	698	Naive B	8.22909239450683e-307 | 0.845960204072967 | 0.486 | 0.076 | 1.98543312202266e-302 | Naive B | STRBP
Supplementary Data 2	human	699	Naive B	2.89439589021494e-305 | 1.00309666728745 | 0.735 | 0.254 | 6.98330896432158e-301 | Naive B | NCF1
Supplementary Data 2	human	700	Naive B	8.76909552227092e-298 | 1.04093299689508 | 0.711 | 0.232 | 2.1157196766583e-293 | Naive B | POU2F2
Supplementary Data 2	human	701	Naive B	3.97986779566823e-297 | 0.679250016961904 | 0.409 | 0.089 | 9.60222703060874e-293 | Naive B | BTK
Supplementary Data 2	human	702	Naive B	4.75266401363456e-295 | 0.842614626657917 | 0.477 | 0.066 | 1.14667524656961e-290 | Naive B | P2RX5
Supplementary Data 2	human	703	Naive B	2.75693369529326e-290 | 0.929252994296534 | 0.891 | 0.356 | 6.65165392663406e-286 | Naive B | HLA-DMA
Supplementary Data 2	human	704	Naive B	6.78249742685564e-290 | 1.30291195266125 | 0.394 | 0.062 | 1.63641315417746e-285 | Naive B | IGLC3
Supplementary Data 2	human	705	Naive B	1.07610448986761e-289 | 0.725250905816889 | 0.993 | 0.707 | 2.59631730270358e-285 | Naive B | HLA-DPA1
Supplementary Data 2	human	706	Naive B	6.69783967230921e-289 | 0.63192047826132 | 0.331 | 0.026 | 1.61598777773804e-284 | Naive B | C16orf74
Supplementary Data 2	human	707	Naive B	2.76959486178133e-285 | 0.455146058918813 | 0.202 | 0.001 | 6.6822015230198e-281 | Naive B | COL19A1
Supplementary Data 2	human	708	Naive B	1.88533930758919e-282 | 1.05262516173159 | 0.748 | 0.299 | 4.54875814742043e-278 | Naive B | BIRC3
Supplementary Data 2	human	709	Naive B	3.83433277243656e-282 | 1.01980752979483 | 0.939 | 0.48 | 9.2510946800577e-278 | Naive B | LTB
Supplementary Data 2	human	710	Naive B	7.18221118485659e-272 | 0.84892999623112 | 0.542 | 0.189 | 1.73285209257035e-267 | Naive B | SMIM14
Supplementary Data 2	human	711	Naive B	1.40183822646033e-267 | 0.778663650104526 | 0.277 | 0.009 | 3.38221508898083e-263 | Naive B | FCRL5
Supplementary Data 2	human	712	Naive B	6.70739580109567e-264 | 0.61090956736986 | 0.315 | 0.054 | 1.61829338493035e-259 | Naive B | CD180
Supplementary Data 2	human	713	Naive B	7.81214302130621e-261 | 0.508722686634157 | 0.999 | 0.995 | 1.88483574675055e-256 | Naive B | RPL18
Supplementary Data 2	human	714	Naive B	4.69856844227528e-257 | 0.807177920475465 | 0.994 | 0.698 | 1.13362360806776e-252 | Naive B | CD52
Supplementary Data 2	human	715	Naive B	1.21932535054443e-254 | 0.881990783852692 | 0.593 | 0.118 | 2.94186627325854e-250 | Naive B | TCF4
Supplementary Data 2	human	716	Naive B	4.06837290974028e-251 | 0.71460599612409 | 0.418 | 0.089 | 9.81576331933037e-247 | Naive B | HHEX
Supplementary Data 2	human	717	Naive B	1.71796584465448e-247 | 0.566285890346634 | 0.273 | 0.011 | 4.14493619339786e-243 | Naive B | POU2AF1
Supplementary Data 2	human	718	Naive B	6.51757193633588e-247 | 0.944879170385234 | 0.723 | 0.515 | 1.57249458107976e-242 | Naive B | HERPUD1
Supplementary Data 2	human	719	Naive B	1.34358523050675e-245 | 0.70932321654913 | 0.468 | 0.137 | 3.24166808564364e-241 | Naive B | LYL1
Supplementary Data 2	human	720	Naive B	5.59180731497737e-243 | 0.64992629406987 | 0.352 | 0.041 | 1.34913535088459e-238 | Naive B | BTLA
Supplementary Data 2	human	721	Naive B	1.4423316570907e-237 | 0.570286641533715 | 0.301 | 0.029 | 3.47991358906273e-233 | Naive B | RUBCNL
Supplementary Data 2	human	722	Naive B	3.4736962862687e-234 | 0.756437559770258 | 0.494 | 0.149 | 8.3809870298805e-230 | Naive B | DAPP1
Supplementary Data 2	human	723	Naive B	1.31527976064561e-228 | 0.506946365572377 | 0.249 | 0.009 | 3.17337547850966e-224 | Naive B | EBF1
Supplementary Data 2	human	724	Naive B	6.91735081900775e-228 | 0.605357382128857 | 0.99 | 0.93 | 1.668949232102e-223 | Naive B | RPL23
Supplementary Data 2	human	725	Naive B	5.11457578752126e-225 | 0.851516192009485 | 0.664 | 0.193 | 1.23399370025526e-220 | Naive B | IRF8
Supplementary Data 2	human	726	Naive B	1.25839904270568e-223 | 0.927474171508561 | 0.485 | 0.095 | 3.036139370336e-219 | Naive B | PHACTR1
Supplementary Data 2	human	727	Naive B	1.80265824278607e-221 | 0.695119686055823 | 0.824 | 0.573 | 4.34927354236996e-217 | Naive B | SEC62
Supplementary Data 2	human	728	Naive B	1.9137117863921e-220 | 0.455401250580918 | 0.191 | 0.004 | 4.61721242702823e-216 | Naive B | MACROD2
Supplementary Data 2	human	729	Naive B	6.0455889521562e-214 | 0.849489817139264 | 0.644 | 0.238 | 1.45861924648673e-209 | Naive B | CD55
Supplementary Data 2	human	730	Naive B	2.03691267834472e-213 | 0.678542435089423 | 0.418 | 0.116 | 4.91445921904232e-209 | Naive B | SNX29
Supplementary Data 2	human	731	Naive B	8.89886145297753e-213 | 0.98487474741592 | 0.585 | 0.208 | 2.14702830275989e-208 | Naive B | YBX3
Supplementary Data 2	human	732	Naive B	9.50132864572241e-212 | 0.707844679091613 | 0.605 | 0.256 | 2.29238556235345e-207 | Naive B | SYPL1
Supplementary Data 2	human	733	Naive B	8.89427137698046e-211 | 0.438869790900058 | 1 | 0.999 | 2.14592085512407e-206 | Naive B | RPL13
Supplementary Data 2	human	734	Naive B	1.5774024827121e-210 | 0.730152406022511 | 0.483 | 0.142 | 3.80579897003949e-206 | Naive B | ORAI2
Supplementary Data 2	human	735	Naive B	6.26102783644504e-210 | 0.742856337227279 | 0.522 | 0.181 | 1.5105981860991e-205 | Naive B | ZCCHC7
Supplementary Data 2	human	736	Naive B	6.87049278090219e-206 | 0.498047326696185 | 1 | 0.993 | 1.65764379324827e-201 | Naive B | RPL12
Supplementary Data 2	human	737	Naive B	6.98901062927188e-205 | 0.496196266611944 | 0.232 | 0.01 | 1.68623859452443e-200 | Naive B | CXCR5
Supplementary Data 2	human	738	Naive B	5.1252194921972e-203 | 0.638266722983283 | 0.356 | 0.076 | 1.23656170688242e-198 | Naive B | QRSL1
Supplementary Data 2	human	739	Naive B	1.49336928598204e-199 | 0.847333442547773 | 0.949 | 0.675 | 3.60305207628886e-195 | Naive B | CXCR4
Supplementary Data 2	human	740	Naive B	2.44510904217412e-199 | 0.474256093038941 | 0.998 | 0.994 | 5.89931458605349e-195 | Naive B | RPL29
Supplementary Data 2	human	741	Naive B	2.79113133242239e-198 | 0.465855100861393 | 0.999 | 0.991 | 6.73416256573549e-194 | Naive B | RPS13
Supplementary Data 2	human	742	Naive B	2.91861481854506e-198 | 0.434475219515671 | 1 | 0.995 | 7.04174197270368e-194 | Naive B | RPL15
Supplementary Data 2	human	743	Naive B	3.32401645465315e-198 | 0.532211477066228 | 0.26 | 0.031 | 8.01985450014165e-194 | Naive B | TLR10
Supplementary Data 2	human	744	Naive B	1.102622819026e-197 | 0.696149863669518 | 0.447 | 0.117 | 2.66029807546404e-193 | Naive B | CIITA
Supplementary Data 2	human	745	Naive B	4.57296453687046e-197 | 0.476189108064554 | 1 | 0.993 | 1.10331915381074e-192 | Naive B | RPL8
Supplementary Data 2	human	746	Naive B	3.71326018940209e-195 | 0.651984080096661 | 0.393 | 0.099 | 8.95898285897042e-191 | Naive B | ADK
Supplementary Data 2	human	747	Naive B	4.04692920177576e-192 | 0.631181044403648 | 0.941 | 0.762 | 9.76402608512439e-188 | Naive B | LAPTM5
Supplementary Data 2	human	748	Naive B	1.31561015568272e-185 | 0.428821854599974 | 1 | 0.996 | 3.1741726226157e-181 | Naive B | RPS3A
Supplementary Data 2	human	749	Naive B	5.91056325138095e-184 | 0.633015682073133 | 0.917 | 0.719 | 1.42604159566068e-179 | Naive B | LIMD2
Supplementary Data 2	human	750	Naive B	2.415738153098e-183 | 0.461982317555506 | 1 | 0.996 | 5.82845144197955e-179 | Naive B | RPL13A
Supplementary Data 2	human	751	Naive B	3.8589249831143e-182 | 0.727280406310363 | 0.73 | 0.43 | 9.31042830675987e-178 | Naive B | FOXP1
Supplementary Data 2	human	752	Naive B	2.09592335318287e-180 | 0.653451790563096 | 0.599 | 0.319 | 5.05683427422432e-176 | Naive B | TMEM243
Supplementary Data 2	human	753	Naive B	1.30364858923595e-178 | 0.680756577171925 | 0.531 | 0.206 | 3.14531295124957e-174 | Naive B | RASGRP2
Supplementary Data 2	human	754	Naive B	8.06659346164813e-177 | 0.64040837166721 | 0.333 | 0.038 | 1.94622700449184e-172 | Naive B | MZB1
Supplementary Data 2	human	755	Naive B	1.86783258584458e-176 | 0.529900560993294 | 0.289 | 0.035 | 4.50651967986721e-172 | Naive B | RAB30
Supplementary Data 2	human	756	Naive B	8.56437044986199e-176 | 0.417749139194578 | 0.206 | 0.011 | 2.0663256584382e-171 | Naive B | STAP1
Supplementary Data 2	human	757	Naive B	2.11948257086873e-175 | 0.447222493844174 | 0.999 | 0.985 | 5.11367559873499e-171 | Naive B | RACK1
Supplementary Data 2	human	758	Naive B	2.40415081413591e-173 | 0.610310413116913 | 0.415 | 0.123 | 5.80049466926571e-169 | Naive B | PLEKHF2
Supplementary Data 2	human	759	Naive B	2.54724369916139e-171 | 0.410535710883385 | 1 | 0.997 | 6.14573487296668e-167 | Naive B | RPL11
Supplementary Data 2	human	760	Naive B	9.79429261588767e-170 | 0.41119945469643 | 1 | 0.997 | 2.36306897943522e-165 | Naive B | RPL32
Supplementary Data 2	human	761	Naive B	2.12185596609059e-169 | 0.519861370886815 | 0.248 | 0.035 | 5.11940188938676e-165 | Naive B | ARHGAP24
Supplementary Data 2	human	762	Naive B	2.55525548824124e-169 | 0.747438238427343 | 0.475 | 0.151 | 6.16506491647964e-165 | Naive B | OTUD1
Supplementary Data 2	human	763	Naive B	3.04370958358965e-168 | 0.474137003683738 | 0.214 | 0.011 | 7.34355811232674e-164 | Naive B | CD200
Supplementary Data 2	human	764	Naive B	3.44715140747422e-166 | 0.463076549176491 | 0.994 | 0.985 | 8.31694220081305e-162 | Naive B | RPL10A
Supplementary Data 2	human	765	Naive B	7.23245260957421e-166 | 0.66795567978068 | 0.641 | 0.344 | 1.74497384111197e-161 | Naive B | SNHG7
Supplementary Data 2	human	766	Naive B	2.69620679558973e-162 | 0.699950079300893 | 0.452 | 0.181 | 6.50513813571935e-158 | Naive B | FAM3C
Supplementary Data 2	human	767	Naive B	4.02803001976446e-161 | 0.425355843273346 | 0.998 | 0.992 | 9.71842802868571e-157 | Naive B | RPS9
Supplementary Data 2	human	768	Naive B	1.67521640213277e-160 | 0.708968296171331 | 0.525 | 0.166 | 4.04179461342573e-156 | Naive B | CXXC5
Supplementary Data 2	human	769	Naive B	1.55669430454066e-158 | 0.66526703225477 | 0.739 | 0.312 | 3.75583634856524e-154 | Naive B | HLA-DRB5
Supplementary Data 2	human	770	Naive B	8.86445435102959e-156 | 0.638503477401751 | 0.483 | 0.203 | 2.13872690127291e-151 | Naive B | PLEKHA2
Supplementary Data 2	human	771	Naive B	2.10956354747745e-154 | 0.583354190936182 | 0.176 | 0.01 | 5.08974397099885e-150 | Naive B | LINC01857
Supplementary Data 2	human	772	Naive B	2.14090825887999e-153 | 0.724479673131931 | 0.428 | 0.116 | 5.16536935619975e-149 | Naive B | RNASE6
Supplementary Data 2	human	773	Naive B	1.20897358271599e-152 | 0.60959311151967 | 0.452 | 0.139 | 2.91689056301886e-148 | Naive B | TPD52
Supplementary Data 2	human	774	Naive B	1.59597912443636e-151 | 0.571958068388866 | 0.776 | 0.542 | 3.8506188335276e-147 | Naive B | MTPN
