gene	nsnps_coloc_tested	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	celltype	chrom	top_snp	gene_symbol	H4_over_H3H4	replication_interpretation
ENSG00000108175	826	5.49401845434026e-25	1.35908287061911e-05	1.10355248872153e-22	0.001731658329566	0.998254750841724	NK	chr10	chr10_79287258_G_A	ZMIZ1	0.9982683181354424	SUPPORTIVE_SINGLE_CAUSAL_REPLICATION
ENSG00000108175	826	0.0002440310465527	0.0046140185848262	0.0490171394557081	0.926772527760473	0.0193522831524397	NK_CD56bright	chr10	chr10_79287258_G_A	ZMIZ1	0.020454260293382164	DISTINCT_SIGNAL_FAVORED
